能源,69
发展,25
全球,15
体系,12
推动,11
加快,11
转型,10
变革,9
产业,9
构建,8
提升,8
保障,7
新能源,6
我国,6
生产,6
系统,6
目标,5
供需,5
时期,5
水平,5
消费,5
亿千瓦,5
绿色,4
持续,4
科技,4
模式,4
结构,4
智能化,4
世界,4
化石,4
技术,4
阶段,4
能力,4
治理,4
增强,4
加速,4
智能,4
国家,4
规划,4
优化,3
十三,3
深度,3
升级,3
能源安全,3
建设,3
发电,3
增量,3
比重,3
十四五,3
总体,3
装机容量,3
深刻,3
运行,3
优势,3
经济,3
新型,3
天然气,2
下降,2
提高,2
清洁,2
演进,2
增长,2
原油,2
领域,2
电网,2
产量,2
参与,2
管道,2
革命,2
关键,2
形态,2
快速,2
太阳能,2
五年,2
呈现,2
局面,2
社会,2
多年,2
演变,2
方式,2
高质量,2
经济社会,2
格局,2
进一步,2
重心,2
碳化,2
转向,2
生活,2
智慧,2
融合,2
信息技术,2
平衡,2
面临,2
推进,2
基础,2
多元,2
形势,2
供应链,2
创新能力,2
年前,2
现代化,2
强化,2
装备,2
核电,2
电力系统,2
步入,2
创新,2
国际,2
千伏,2
环境,2
合作,2
第一章,2
故障诊断,1
人工智能,1
进程,1
互联网,1
数据,1
社区,1
工业园区,1
超大规模,1
信息化,1
投产,1
输电,1
重大项目,1
柔性,1
直流,1
电厂,1
机器人,1
勘探,1
推广,1
无人,1
直流电,1
值守,1
开采,1
控制,1
趋于,1
路线,1
中心化,1
全新,1
趋势,1
特征,1
日益,1
分布式,1
集中式,1
分散式,1
并重,1
基地,1
网络,1
工作,1
做好,1
并行,1
利用效率,1
成本,1
围绕,1
储能,1
氢能,1
有望,1
规模化,1
带动,1
根本性,1
不断丰富,1
实践经验,1
蓄势待发,1
公共建筑,1
东线,1
服务,1
煤制油,1
北美地区,1
天然,1
窗口期,1
重塑,1
众多,1
替代,1
带来,1
强弱,1
变化,1
补短,1
根基,1
攻坚,1
能源供应,1
交织,1
资源配置,1
新旧,1
连续,1
有余,1
国内,1
需求,1
稳步,1
回升,1
超过,1
亿立方米,1
油气,1
里程,1
万公里,1
民生,1
成效显著,1
煤炭,1
三代,1
常规,1
综合,1
西电东,1
灵活,1
调节,1
效率,1
实时,1
互动,1
转换,1
方向,1
电池,1
光伏,1
风力,1
多极化,1
风速,1
制造,1
版图,1
电力,1
大规模,1
态势,1
供给,1
协同,1
第一,1
近十年,1
稳居,1
亚太地区,1
风电,1
水电,1
扁平化,1
机遇,1
蓬勃,1
第七章,1
二十四,1
二十三,1
拓展,1
二十二,1
新格局,1
开放,1
第八章,1
制度,1
二十一,1
市场,1
二十,1
活力,1
市场主体,1
激发,1
十九,1
积极参与,1
改革,1
第九章,1
分工,1
动力,1
物质基础,1
人类文明,1
评估,1
监测,1
二十七,1
责任,1
实施,1
落实,1
二十六,1
领导,1
组织,1
二十五,1
管理,1
效能,1
完善,1
国计民生,1
十八,1
减少,1
十一,1
大力发展,1
第四章,1
管控,1
应急,1
战略,1
安全性,1
稳定性,1
第三章,1
原则,1
指导思想,1
指导方针,1
第二章,1
目录,1
足迹,1
十二,1
力度,1
十五,1
数字化,1
十七,1
十六,1
产业链,1
第六章,1
乡村,1
区域,1
节能,1
统筹,1
十四,1
资源,1
合理配置,1
布局,1
第五章,1
攸关,1
当今世界,1
迭代,1
处于,1
征程,1
开启,1
气候变化,1
应对,1
数十倍,1
规模,1
跃升,1
风能,1
大幅,1
经济性,1
技术水平,1
加快调整,1
本世纪,1
有待,1
具备,1
巴黎,1
协定,1
广泛支持,1
提出,1
多元化,1
新机遇,1
迎来,1
投资,1
复苏,1
体积,1
地区,1
提供,1
多个,1
美国,1
欧盟,1
中国,1
发电量,1
新增,1
前列,1
再生能源,1
肺炎,1
供应,1
支撑,1
内在,1
如期,1
力争,1
崭新,1
主导,1
紧密,1
气候,1
新一轮,1
大变局,1
未有,1
百年,1
深远,1
影响,1
疫情,1
中华人民共和国,1
国民经济,1
第十四,1
起步,1
驱动,1
多轮,1
方兴未艾,1
重构,1
工业体系,1
蓄力,1
纲领,1
远景,1
四五,1
举措,1
方针,1
阐明,1
编制,1
纲要,1
迫切要求,1
